Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
META,Nusantara Infrastructure Tbk.,2001-07-18,17710708194,Utama,Infrastructures,116,2054442150504,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-07-18,2022-04-16
MFIN,Mandala Multifinance Tbk.,2005-09-06,2650000000,Pengembangan,Financials,1355,3590750000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2005-09-06,2022-04-16
MFMI,Multifiling Mitra Indonesia Tb,2010-12-29,757581000,Pengembangan,Industrials,860,651519660000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2010-12-29,2022-04-16
MGLV,Panca Anugrah Wisesa Tbk.,2021-06-08,1904207270,Akselerasi,Consumer Cyclicals,180,342757308600,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-06-08 09:00:00,2022-04-15 16:00:00,2021-06-08,2022-04-16
MGNA,Magna Investama Mandiri Tbk.,2014-07-08,1003080977,Pengembangan,Financials,50,50154048850,,,,,2014-07-08,2022-04-16
MGRO,Mahkota Group Tbk.,2018-07-12,3554445700,Utama,Consumer Non-Cyclicals,895,3181228901500,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-07-12,2022-04-16
MICE,Multi Indocitra Tbk.,2005-12-21,600000000,Pengembangan,Consumer Cyclicals,360,216000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2005-12-21,2022-04-16
MIDI,Midi Utama Indonesia Tbk.,2010-11-30,2882353000,Pengembangan,Consumer Non-Cyclicals,2240,6456470720000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2010-11-30,2022-04-16
MIKA,Mitra Keluarga Karyasehat Tbk.,2015-03-24,14246349500,Utama,Healthcare,2610,37182972195000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2015-03-24,2022-04-16
MINA,Sanurhasta Mitra Tbk.,2017-04-28,6562500000,Pengembangan,Consumer Cyclicals,50,328125000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-04-28,2022-04-16
MIRA,Mitra International Resources ,1997-01-30,3961452039,Pengembangan,Transportation & Logistic,50,198072601950,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MITI,Mitra Investindo Tbk.,1997-07-16,2442988366,Pengembangan,Energy,182,444623882612,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MKNT,Mitra Komunikasi Nusantara Tbk,2015-10-26,5500000000,Pengembangan,Consumer Cyclicals,50,275000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2015-10-26,2022-04-16
MKPI,Metropolitan Kentjana Tbk.,2009-07-10,948194000,Pengembangan,Properties & Real Estate,22700,21524003800000,2022-01-17 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2009-07-10,2022-04-16
MLBI,Multi Bintang Indonesia Tbk.,1981-12-15,2107000000,Utama,Consumer Non-Cyclicals,8800,18541600000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MLIA,Mulia Industrindo Tbk,1994-01-17,1323000000,Pengembangan,Industrials,2330,3082590000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MLPL,Multipolar Tbk.,1989-11-06,15682323987,Utama,Industrials,216,3387381981192,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MLPT,Multipolar Technology Tbk.,2013-07-08,1875000000,Utama,Technology,3360,6300000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-07-08,2022-04-16
MMLP,Mega Manunggal Property Tbk.,2015-06-12,6889134608,Pengembangan,Properties & Real Estate,605,4167926437840,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2015-06-12,2022-04-16
MNCN,Media Nusantara Citra Tbk.,2007-06-22,15049787710,Utama,Consumer Cyclicals,1005,15125036648550,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2007-06-22,2022-04-16
MOLI,Madusari Murni Indah Tbk.,2018-08-30,2724036581,Pengembangan,Basic Materials,296,806314827976,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-08-30,2022-04-16
MPMX,Mitra Pinasthika Mustika Tbk.,2013-05-29,4462963276,Utama,Consumer Cyclicals,1085,4842315154460,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-05-29,2022-04-16
MPOW,Megapower Makmur Tbk.,2017-07-05,816997053,Pengembangan,Infrastructures,99,80882708247,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-07-05,2022-04-16
MPPA,Matahari Putra Prima Tbk.,1992-12-21,8477734948,Utama,Consumer Non-Cyclicals,386,3272405689928,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MPRO,Maha Properti Indonesia Tbk.,2018-10-09,9942500000,Pengembangan,Properties & Real Estate,695,6910037500000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-10-09,2022-04-16
MRAT,Mustika Ratu Tbk.,1995-07-27,428000000,Utama,Consumer Non-Cyclicals,187,80036000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MREI,Maskapai Reasuransi Indonesia ,1989-09-04,517791681,Pengembangan,Financials,3640,1884761718840,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MSIN,MNC Digital Entertainment Tbk.,2018-06-08,11444400000,Utama,Consumer Cyclicals,5650,64660860000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-06-08,2022-04-16
MSKY,MNC Sky Vision Tbk.,2012-07-09,1994370480,Utama,Consumer Cyclicals,464,925387902720,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2012-07-09,2022-04-16
MTDL,Metrodata Electronics Tbk.,1990-04-09,12276884585,Utama,Technology,745,9146279015825,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MTEL,Dayamitra Telekomunikasi Tbk.,2021-11-22,83515452844,Utama,Infrastructures,765,63889321425660,2021-11-22 09:00:00,2022-04-15 15:59:00,2021-11-22 09:00:00,2022-04-15 16:00:00,2021-11-22,2022-04-16
MTFN,Capitalinc Investment Tbk.,1990-04-16,31842082852,Pengembangan,Energy,50,1592104142600,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MTLA,Metropolitan Land Tbk.,2011-06-20,7655126330,Utama,Properties & Real Estate,342,2618053204860,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2011-06-20,2022-04-16
MTPS,Meta Epsi Tbk.,2019-04-10,2084850829,Pengembangan,Infrastructures,83,173042618807,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-04-10,2022-04-16
MTRA,Mitra Pemuda Tbk.,2016-02-10,770000000,Pengembangan,Infrastructures,244,187880000000,,,,,2016-02-10,2022-04-16
MTSM,Metro Realty Tbk.,1992-01-08,232848000,Pengembangan,Properties & Real Estate,226,52623648000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MTWI,Malacca Trust Wuwungan Insuran,2017-10-12,1525819116,Pengembangan,Financials,179,273121621764,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-10-12,2022-04-16
MYOH,Samindo Resources Tbk.,2000-07-27,2206312500,Utama,Energy,1810,3993425625000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MYOR,Mayora Indah Tbk.,1990-07-04,22358699725,Utama,Consumer Non-Cyclicals,1620,36221093554500,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
MYRX,Hanson International Tbk.,1990-10-31,86703220792,Pengembangan,Properties & Real Estate,50,4335161039600,,,,,2001-04-16,2022-04-16
MYTX,Asia Pacific Investama Tbk.,1989-10-10,7747281949,Utama,Consumer Cyclicals,70,542309736430,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
NANO,Nanotech Indonesia Global Tbk.,2022-03-10,4285000000,Akselerasi,Consumer Non-Cyclicals,75,321375000000,2022-03-10 09:00:00,2022-04-15 15:59:00,2022-03-10 09:00:00,2022-04-15 16:00:00,2022-03-10,2022-04-16
NASA,Andalan Perkasa Abadi Tbk.,2017-08-07,11004929322,Pengembangan,Consumer Cyclicals,50,550246466100,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-08-07,2022-04-16
NASI,Wahana Inti Makmur Tbk.,2021-12-13,807400000,Pengembangan,Consumer Non-Cyclicals,336,271286400000,2021-12-13 09:00:00,2022-04-15 15:59:00,2021-12-13 09:00:00,2022-04-15 16:00:00,2021-12-13,2022-04-16
NATO,Surya Permata Andalan Tbk.,2019-01-18,8001111504,Pengembangan,Consumer Cyclicals,680,5440755822720,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-01-18,2022-04-16
NELY,Pelayaran Nelly Dwi Putri Tbk.,2012-10-11,2350000000,Pengembangan,Transportation & Logistic,284,667400000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2012-10-11,2022-04-16
NETV,Net Visi Media Tbk.,2022-01-26,23453177240,Pengembangan,Consumer Cyclicals,380,8912207351200,2022-01-26 09:00:00,2022-04-15 15:59:00,2022-01-26 09:00:00,2022-04-15 16:00:00,2022-01-26,2022-04-16
NFCX,NFC Indonesia Tbk.,2018-07-12,666667500,Pengembangan,Technology,4990,3326670825000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-07-12,2022-04-16
NICK,Charnic Capital Tbk.,2018-05-02,651150000,Pengembangan,Financials,498,324272700000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-05-02,2022-04-16
NICL,PAM Mineral Tbk.,2021-07-09,9662504494,Pengembangan,Basic Materials,75,724687837050,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-07-09 09:00:00,2022-04-15 16:00:00,2021-07-09,2022-04-16
NIKL,Pelat Timah Nusantara Tbk.,2009-12-14,2523350000,Utama,Basic Materials,930,2346715500000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2009-12-14,2022-04-16
NIPS,Nipress Tbk.,1991-07-24,1635333332,Pengembangan,Consumer Cyclicals,,,,,,,,
NIRO,City Retail Developments Tbk.,2012-09-13,22198871804,Pengembangan,Properties & Real Estate,134,2974648821736,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2012-09-13,2022-04-16
NISP,Bank OCBC NISP Tbk.,1994-10-20,22715776032,Utama,Financials,640,14538096660480,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
NOBU,Bank Nationalnobu Tbk.,2013-05-20,4556256627,Utama,Financials,640,2916004241280,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-05-20,2022-04-16
NPGF,Nusa Palapa Gemilang Tbk.,2021-04-14,3240235840,Utama,Basic Materials,117,379107593280,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-04-14 09:00:00,2022-04-15 16:00:00,2021-04-14,2022-04-16
NRCA,Nusa Raya Cipta Tbk.,2013-06-27,2496258344,Utama,Infrastructures,280,698952336320,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-06-27,2022-04-16
NTBK,Nusatama Berkah Tbk.,2022-02-09,2700000000,Pengembangan,Industrials,55,148500000000,2022-02-09 09:00:00,2022-04-15 15:59:00,2022-02-09 09:00:00,2022-04-15 16:00:00,2022-02-09,2022-04-16
NUSA,Sinergi Megah Internusa Tbk.,2018-07-12,7700000148,Pengembangan,Consumer Cyclicals,50,385000007400,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-07-12,2022-04-16
NZIA,Nusantara Almazia Tbk.,2019-09-25,2197540705,Utama,Properties & Real Estate,134,294470454470,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-09-25,2022-04-16
OASA,Protech Mitra Perkasa Tbk.,2016-07-18,358600000,Pengembangan,Infrastructures,670,240262000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2016-07-18,2022-04-16
OBMD,OBM Drilchem Tbk.,2021-12-08,732000000,Pengembangan,Basic Materials,104,76128000000,2021-12-08 09:00:00,2022-04-15 15:59:00,2021-12-08 09:00:00,2022-04-15 16:00:00,2021-12-08,2022-04-16
OCAP,Onix Capital Tbk.,2003-10-10,273200000,Pengembangan,Financials,159,43438800000,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2003-10-10,2022-04-16
OILS,Indo Oil Perkasa Tbk.,2021-09-06,454003386,Pengembangan,Consumer Non-Cyclicals,202,91708683972,2021-11-01 09:00:00,2022-04-15 15:59:00,2021-09-06 09:00:00,2022-04-15 16:00:00,2021-09-06,2022-04-16
OKAS,Ancora Indonesia Resources Tbk,2006-03-29,1765927777,Pengembangan,Basic Materials,61,107721594397,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2006-03-29,2022-04-16
OMRE,Indonesia Prima Property Tbk,1994-08-22,1745000000,Pengembangan,Properties & Real Estate,695,1212775000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
OPMS,Optima Prima Metal Sinergi Tbk,2019-09-23,1000000000,Pengembangan,Basic Materials,114,114000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-09-23,2022-04-16
PADI,Minna Padi Investama Sekuritas,2012-01-09,11307246524,Utama,Financials,50,565362326200,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2012-01-09,2022-04-16
PALM,Provident Agro Tbk.,2012-10-08,7119540356,Pengembangan,Consumer Non-Cyclicals,1050,7475517373800,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2012-10-08,2022-04-16
PAMG,Bima Sakti Pertiwi Tbk.,2019-07-05,3125000000,Utama,Properties & Real Estate,88,275000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-07-05,2022-04-16
PANI,Pratama Abadi Nusa Industri Tb,2018-09-18,410000000,Pengembangan,Consumer Non-Cyclicals,4220,1730200000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-09-18,2022-04-16
PANR,Panorama Sentrawisata Tbk.,2001-09-18,1200000000,Utama,Consumer Cyclicals,246,295200000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-09-18,2022-04-16
PANS,Panin Sekuritas Tbk.,2000-05-31,720000000,Utama,Financials,1360,979200000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
PBID,Panca Budi Idaman Tbk.,2017-12-13,1875000000,Utama,Basic Materials,1745,3271875000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-12-13,2022-04-16
PBRX,Pan Brothers Tbk.,1990-08-16,6478295611,Utama,Consumer Cyclicals,137,887526498707,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
PBSA,Paramita Bangun Sarana Tbk.,2016-09-28,1500000000,Utama,Infrastructures,740,1110000000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2016-09-28,2022-04-16
PCAR,Prima Cakrawala Abadi Tbk.,2017-12-29,1166666700,Pengembangan,Consumer Non-Cyclicals,171,199500005700,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-12-29,2022-04-16
PDES,Destinasi Tirta Nusantara Tbk,2008-07-08,715000000,Pengembangan,Consumer Cyclicals,276,197340000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2008-07-08,2022-04-16
PEGE,Panca Global Kapital Tbk.,2005-06-24,2833417056,Pengembangan,Financials,845,2394237412320,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2005-06-24,2022-04-16
PEHA,Phapros Tbk.,2018-12-26,840000000,Utama,Healthcare,1010,848400000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-12-26,2022-04-16
PGAS,Perusahaan Gas Negara Tbk.,2003-12-15,24241508196,Utama,Energy,1355,32847243605580,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2003-12-15,2022-04-16
PGJO,Tourindo Guide Indonesia Tbk.,2020-01-08,759859095,Akselerasi,Technology,71,53949995745,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2020-01-08,2022-04-16
PGLI,Pembangunan Graha Lestari Inda,2000-04-05,488000000,Pengembangan,Consumer Cyclicals,368,179584000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
PGUN,Pradiksi Gunatama Tbk.,2020-07-07,4998360000,Utama,Consumer Non-Cyclicals,735,3673794600000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-07-07 09:00:00,2022-04-15 16:00:00,2020-07-07,2022-04-16
PICO,Pelangi Indah Canindo Tbk,1996-09-23,568375000,Pengembangan,Basic Materials,100,56837500000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
PJAA,Pembangunan Jaya Ancol Tbk.,2004-07-02,1599999996,Utama,Consumer Cyclicals,550,879999997800,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2004-07-02,2022-04-16
PKPK,Perdana Karya Perkasa Tbk,2007-07-11,600000000,Pengembangan,Energy,178,106800000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2007-07-11,2022-04-16
PLAN,Planet Properindo Jaya Tbk.,2020-09-15,892863102,Akselerasi,Consumer Cyclicals,37,33035934774,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-09-15 09:00:00,2022-04-15 16:00:00,2020-09-15,2022-04-16
PLAS,Polaris Investama Tbk,2001-03-16,1184200000,Pengembangan,Financials,50,59210000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
PLIN,Plaza Indonesia Realty Tbk.,1992-06-15,3550000000,Utama,Properties & Real Estate,2010,7135500000000,2021-12-27 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
PMJS,Putra Mandiri Jembar Tbk.,2019-12-18,13755600000,Pengembangan,Consumer Cyclicals,138,1898272800000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-12-18,2022-04-16
PMMP,Panca Mitra Multiperdana Tbk.,2020-12-18,2353000000,Utama,Consumer Non-Cyclicals,448,1054144000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-12-18 09:00:00,2022-04-15 16:00:00,2020-12-18,2022-04-16
PNBN,Bank Pan Indonesia Tbk,1982-12-29,23837645998,Utama,Financials,760,18116610958480,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
PNBS,Bank Panin Dubai Syariah Tbk.,2014-01-15,38425504906,Utama,Financials,61,2343955799266,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2014-01-15,2022-04-16
PNGO,Pinago Utama Tbk.,2020-08-31,781250000,Pengembangan,Basic Materials,1555,1214843750000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-08-31 09:00:00,2022-04-15 16:00:00,2020-08-31,2022-04-16
PNIN,Paninvest Tbk.,1983-09-20,4068323920,Utama,Financials,680,2766460265600,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
PNLF,Panin Financial Tbk.,1983-06-14,32022073293,Utama,Financials,183,5860039412619,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
PNSE,Pudjiadi & Sons Tbk.,1990-05-01,797813496,Pengembangan,Consumer Cyclicals,660,526556907360,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
POLA,Pool Advista Finance Tbk.,2018-11-16,2729385000,Pengembangan,Financials,105,286585425000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-11-16,2022-04-16
POLI,Pollux Hotels Group Tbk.,2019-01-10,2010526400,Pengembangan,Properties & Real Estate,995,2000473768000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-01-10,2022-04-16
POLL,Pollux Properties Indonesia Tb,2018-07-11,8318823600,Utama,Properties & Real Estate,560,4658541216000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-07-11,2022-04-16
POLU,Golden Flower Tbk.,2019-06-26,750000000,Pengembangan,Consumer Cyclicals,545,408750000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-06-26,2022-04-16
POLY,Asia Pacific Fibers Tbk,1991-03-12,2495753334,Pengembangan,Consumer Cyclicals,79,197164513386,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
POOL,Pool Advista Indonesia Tbk.,1991-05-20,2341366264,Pengembangan,Financials,50,117068313200,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
PORT,Nusantara Pelabuhan Handal Tbk,2017-03-16,2813941985,Pengembangan,Infrastructures,605,1702434900925,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-03-16,2022-04-16
POSA,Bliss Properti Indonesia Tbk.,2019-05-10,8388870206,Pengembangan,Properties & Real Estate,50,419443510300,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-05-10,2022-04-16
POWR,Cikarang Listrindo Tbk.,2016-06-14,16087156000,Pengembangan,Infrastructures,650,10456651400000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2016-06-14,2022-04-16
PPGL,Prima Globalindo Logistik Tbk.,2020-07-20,750021441,Akselerasi,Transportation & Logistic,125,93752680125,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-07-20 09:00:00,2022-04-15 16:00:00,2020-07-20,2022-04-16
PPRE,PP Presisi Tbk.,2017-11-24,10224271000,Utama,Infrastructures,173,1768798883000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-11-24,2022-04-16
PPRO,PP Properti Tbk.,2015-05-19,61675671883,Utama,Properties & Real Estate,50,3083783594150,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2015-05-19,2022-04-16
PRAS,Prima Alloy Steel Universal Tb,1990-07-12,701043478,Utama,Consumer Cyclicals,216,151425391248,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
PRDA,Prodia Widyahusada Tbk.,2016-12-07,937500000,Utama,Healthcare,7425,6960937500000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2016-12-07,2022-04-16
PRIM,Royal Prima Tbk.,2018-05-15,3393434905,Pengembangan,Healthcare,316,1072325429980,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-05-15,2022-04-16
PSAB,J Resources Asia Pasifik Tbk.,2003-04-22,26460000000,Pengembangan,Basic Materials,128,3386880000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2003-04-22,2022-04-16
PSDN,Prasidha Aneka Niaga Tbk,1994-10-18,1440000000,Pengembangan,Consumer Non-Cyclicals,149,214560000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
PSGO,Palma Serasih Tbk.,2019-11-25,18850000000,Pengembangan,Consumer Non-Cyclicals,189,3562650000000,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-11-25,2022-04-16
PSKT,Red Planet Indonesia Tbk.,1995-09-19,10351231636,Pengembangan,Consumer Cyclicals,88,910908383968,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-04-16
PSSI,Pelita Samudera Shipping Tbk.,2017-12-05,5417063153,Utama,Energy,540,2925214102620,2021-11-01 09:00:00,2022-04-15 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-12-05,2022-04-16
