"TransactionID,TransactionDate,OrderID,Revenue,COGS,GrossProfit,OperatingExpenses,NetProfit"
"TX00722,2023-04-25,722,7992.98,3197.17,4795.81,1117.03,3678.78"
"TX00723,2023-11-29,723,35089.74,14035.800000000001,21053.94,482.51,20571.43"
"TX00724,2023-06-25,724,24148.03,9659.12,14488.91,2415.68,12073.23"
"TX00725,2023-12-28,725,13904.05,5561.52,8342.53,806.37,7536.16"
"TX00726,2023-11-16,726,2119.8199999999997,847.96,1271.86,1902.89,-631.03"
"TX00727,2023-10-13,727,18584.09,7433.74,11150.35,2795.75,8354.6"
"TX00728,2023-12-12,728,13256.55,5302.73,7953.82,2028.79,5925.03"
"TX00729,2023-03-22,729,14205.699999999999,5682.38,8523.32,2431.38,6091.94"
"TX00730,2023-12-11,730,23627.870000000003,9450.95,14176.92,157.4,14019.52"
"TX00731,2023-02-22,731,16537.61,6615.07,9922.54,478.3,9444.24"
"TX00732,2023-05-16,732,15017.48,6006.9,9010.58,2472.87,6537.71"
"TX00733,2023-09-28,733,28269.0,11307.73,16961.27,2821.58,14139.69"
"TX00734,2023-09-27,734,4180.889999999999,1672.28,2508.61,1159.81,1348.8"
"TX00735,2023-04-23,735,14428.36,5771.3,8657.06,645.79,8011.27"
"TX00736,2023-04-21,736,6685.299999999999,2674.1099999999997,4011.19,2514.55,1496.64"
"TX00737,2023-07-29,737,9173.57,3669.42,5504.15,810.97,4693.18"
"TX00738,2023-02-21,738,26271.84,10508.73,15763.11,355.93,15407.18"
"TX00739,2023-02-23,739,15976.54,6390.6,9585.94,694.96,8890.98"
"TX00740,2023-09-09,740,5163.08,2065.25,3097.83,830.66,2267.17"
"TX00741,2023-11-03,741,11993.3,4797.24,7196.06,527.46,6668.6"
"TX00742,2023-01-24,742,1278.99,511.6,767.39,1646.29,-878.9"
"TX00743,2023-10-01,743,6642.84,2657.17,3985.67,486.51,3499.16"
"TX00744,2023-02-08,744,18498.87,7399.58,11099.29,1762.57,9336.72"
"TX00745,2023-07-13,745,19695.66,7878.32,11817.34,705.33,11112.01"
"TX00746,2023-12-26,746,14701.779999999999,5880.74,8821.04,894.09,7926.95"
"TX00747,2023-03-20,747,15104.11,6041.66,9062.45,176.81,8885.64"
"TX00748,2023-05-13,748,2186.34,874.56,1311.78,2438.83,-1127.05"
"TX00749,2023-03-02,749,15568.29,6227.370000000001,9340.92,2289.76,7051.16"
"TX00750,2023-03-30,750,1073.34,429.3,644.04,2033.68,-1389.64"
"TX00751,2023-09-25,751,8103.08,3241.23,4861.85,2945.44,1916.41"
"TX00752,2023-12-04,752,23214.05,9285.51,13928.54,1449.76,12478.78"
"TX00753,2023-08-11,753,32820.29,13128.07,19692.22,1933.88,17758.34"
"TX00754,2023-02-02,754,17959.7,7183.91,10775.79,2549.18,8226.61"
"TX00755,2023-01-14,755,7581.8,3032.79,4549.01,2318.29,2230.72"
"TX00756,2023-03-20,756,8656.74,3462.66,5194.08,585.32,4608.76"
"TX00757,2023-05-25,757,12182.45,4872.87,7309.58,2659.71,4649.87"
"TX00758,2023-12-15,758,19710.82,7884.219999999999,11826.6,2910.89,8915.71"
"TX00759,2023-11-04,759,8204.550000000001,3281.88,4922.67,2370.2,2552.47"
"TX00760,2023-01-03,760,2201.81,880.76,1321.05,1432.85,-111.8"
"TX00761,2023-01-27,761,17859.54,7143.74,10715.8,501.48,10214.32"
"TX00762,2023-01-01,762,16609.78,6643.91,9965.87,1442.85,8523.02"
"TX00763,2023-02-02,763,919.83,367.92,551.91,631.44,-79.53"
"TX00764,2023-12-25,764,5566.79,2226.66,3340.13,2918.62,421.51"
"TX00765,2023-06-03,765,33733.01,13493.07,20239.94,2717.92,17522.02"
"TX00766,2023-10-09,766,18536.59,7414.78,11121.81,2161.65,8960.16"
"TX00767,2023-09-14,767,15506.91,6202.75,9304.16,1472.66,7831.5"
"TX00768,2023-09-16,768,16777.879999999997,6711.160000000001,10066.72,131.75,9934.97"
"TX00769,2023-02-16,769,25845.9,10338.44,15507.46,405.41,15102.05"
"TX00770,2023-03-20,770,3646.86,1458.8,2188.06,794.16,1393.9"
"TX00771,2023-11-08,771,25655.07,10262.18,15392.89,1330.27,14062.62"
"TX00772,2023-09-02,772,9589.59,3835.7400000000002,5753.85,2462.21,3291.64"
"TX00773,2023-04-28,773,4175.76,1670.2199999999998,2505.54,836.74,1668.8"
"TX00774,2023-01-14,774,6587.74,2635.06,3952.68,321.86,3630.82"
"TX00775,2023-12-24,775,5774.1900000000005,2309.73,3464.46,2914.23,550.23"
"TX00776,2023-05-21,776,3078.02,1231.14,1846.88,2905.89,-1059.01"
"TX00777,2023-09-21,777,3289.41,1315.81,1973.6,361.17,1612.43"
"TX00778,2023-11-04,778,18143.43,7257.36,10886.07,1377.94,9508.13"
"TX00779,2023-04-14,779,16695.239999999998,6678.12,10017.12,534.04,9483.08"
"TX00780,2023-09-26,780,3214.48,1285.76,1928.72,2976.14,-1047.42"
"TX00781,2023-09-29,781,13144.86,5257.97,7886.89,1766.24,6120.65"
"TX00782,2023-09-09,782,9665.01,3865.99,5799.02,2765.91,3033.11"
"TX00783,2023-12-25,783,12321.29,4928.38,7392.91,485.32,6907.59"
"TX00784,2023-04-15,784,2246.85,898.77,1348.08,1709.67,-361.59"
"TX00785,2023-01-12,785,17721.99,7088.84,10633.15,2828.11,7805.04"
"TX00786,2023-01-17,786,2708.97,1083.61,1625.36,567.7,1057.66"
"TX00787,2023-04-20,787,17251.0,6900.4400000000005,10350.56,485.0,9865.56"
"TX00788,2023-11-08,788,28251.36,11300.61,16950.75,660.94,16289.81"
"TX00789,2023-07-20,789,1445.94,578.37,867.57,326.37,541.2"
"TX00790,2023-01-14,790,4850.72,1940.2800000000002,2910.44,2589.71,320.73"
"TX00791,2023-02-23,791,12130.94,4852.34,7278.6,2441.06,4837.54"
"TX00792,2023-11-28,792,20892.37,8356.79,12535.58,2589.99,9945.59"
"TX00793,2023-10-29,793,18956.0,7582.55,11373.45,1484.61,9888.84"
"TX00794,2023-05-10,794,9313.3,3725.25,5588.05,1877.98,3710.07"
"TX00795,2023-10-18,795,34106.729999999996,13642.77,20463.96,142.9,20321.06"
"TX00796,2023-03-20,796,9565.49,3826.2200000000003,5739.27,166.53,5572.74"
"TX00797,2023-02-17,797,34721.86,13888.67,20833.19,326.41,20506.78"
"TX00798,2023-05-19,798,25598.18,10239.25,15358.93,393.52,14965.41"
"TX00799,2023-12-15,799,12994.33,5197.77,7796.56,1240.51,6556.05"
"TX00800,2023-05-28,800,13078.01,5231.28,7846.73,873.52,6973.21"
"TX00801,2023-06-08,801,22551.22,9020.41,13530.81,277.3,13253.51"
"TX00802,2023-12-31,802,388.66,155.46,233.2,1034.07,-800.87"
"TX00803,2023-01-03,803,16017.59,6407.01,9610.58,2249.45,7361.13"
"TX00804,2023-09-04,804,7057.26,2822.94,4234.32,1709.58,2524.74"
"TX00805,2023-06-16,805,4490.63,1796.27,2694.36,876.16,1818.2"
"TX00806,2023-08-29,806,2848.8599999999997,1139.54,1709.32,1163.14,546.18"
"TX00807,2023-07-20,807,14161.12,5664.530000000001,8496.59,1598.4,6898.19"
"TX00809,2023-03-15,809,14433.699999999999,5773.46,8660.24,1807.05,6853.19"
"TX00810,2023-02-26,810,18901.16,7560.549999999999,11340.61,2713.24,8627.37"
"TX00811,2023-10-26,811,3145.57,1258.29,1887.28,524.55,1362.73"
"TX00812,2023-09-30,812,18871.64,7548.71,11322.93,1524.2,9798.73"
"TX00813,2023-11-23,813,8255.16,3302.0199999999995,4953.14,1735.08,3218.06"
"TX00814,2023-01-04,814,9424.41,3769.88,5654.53,2724.71,2929.82"
"TX00815,2023-04-10,815,8835.24,3533.9700000000003,5301.27,1419.57,3881.7"
"TX00816,2023-10-01,816,19105.620000000003,7642.24,11463.38,866.0,10597.38"
"TX00817,2023-02-18,817,10311.199999999999,4124.48,6186.72,795.47,5391.25"
"TX00818,2023-09-24,818,4911.49,1964.51,2946.98,10.29,2936.69"
"TX00819,2023-10-03,819,13551.960000000001,5420.799999999999,8131.16,2383.79,5747.37"
"TX00820,2023-02-12,820,11530.939999999999,4612.5,6918.44,2342.57,4575.87"
"TX00821,2023-05-09,821,14197.64,5679.209999999999,8518.43,862.35,7656.08"
"TX00822,2023-01-13,822,17556.25,7022.45,10533.8,1608.11,8925.69"
"TX00823,2023-12-30,823,9875.06,3950.0,5925.06,1823.68,4101.38"
"TX00824,2023-09-01,824,25832.360000000004,10332.869999999999,15499.49,787.78,14711.71"
"TX00825,2023-05-14,825,21623.56,8649.42,12974.14,1464.32,11509.82"
"TX00826,2023-10-05,826,15541.62,6216.65,9324.97,2230.9,7094.07"
"TX00827,2023-04-26,827,14310.550000000001,5724.2699999999995,8586.28,2791.64,5794.64"
"TX00828,2023-06-09,828,11971.49,4788.54,7182.95,1322.0,5860.95"
"TX00829,2023-12-26,829,11047.9,4419.16,6628.74,512.43,6116.31"
"TX00830,2023-03-22,830,9794.99,3918.03,5876.96,2713.35,3163.61"
"TX00831,2023-04-12,831,10714.060000000001,4285.6,6428.46,793.96,5634.5"
"TX00832,2023-06-07,832,4612.5,1845.0,2767.5,1710.6,1056.9"
"TX00833,2023-02-02,833,1975.7400000000002,790.28,1185.46,867.14,318.32"
"TX00834,2023-04-29,834,6881.33,2752.5099999999998,4128.82,2040.9,2087.92"
"TX00835,2023-09-19,835,13475.779999999999,5390.360000000001,8085.42,2794.55,5290.87"
"TX00836,2023-09-11,836,13021.930000000002,5208.75,7813.18,963.23,6849.95"
"TX00837,2023-06-02,837,15339.73,6135.77,9203.96,1012.3,8191.66"
"TX00838,2023-02-16,838,18763.52,7505.34,11258.18,807.86,10450.32"
"TX00839,2023-04-08,839,1978.53,791.4200000000001,1187.11,1878.26,-691.15"
"TX00840,2023-11-14,840,22763.89,9105.51,13658.38,1869.54,11788.84"
"TX00841,2023-05-06,841,8574.61,3429.75,5144.86,108.22,5036.64"
"TX00842,2023-08-11,842,2021.04,808.4,1212.64,1009.23,203.41"
"TX00843,2023-07-14,843,9600.27,3839.9900000000002,5760.28,96.48,5663.8"
"TX00844,2023-08-31,844,13355.49,5342.18,8013.31,1932.1,6081.21"
"TX00845,2023-03-09,845,32283.690000000002,12913.33,19370.36,985.66,18384.7"
"TX00846,2023-04-02,846,18673.86,7469.51,11204.35,2389.01,8815.34"
"TX00847,2023-07-03,847,6354.78,2541.81,3812.97,1129.31,2683.66"
"TX00848,2023-09-23,848,4036.55,1614.5900000000001,2421.96,1914.69,507.27"
"TX00849,2023-07-05,849,7094.84,2837.94,4256.9,563.89,3693.01"
"TX00850,2023-07-30,850,16544.67,6617.85,9926.82,722.45,9204.37"
"TX00851,2023-01-23,851,18080.51,7232.24,10848.27,1156.61,9691.66"
"TX00852,2023-09-08,852,14734.81,5893.94,8840.87,2285.89,6554.98"
"TX00853,2023-07-19,853,9588.44,3835.54,5752.9,1025.24,4727.66"
"TX00854,2023-08-23,854,18460.68,7384.26,11076.42,1549.6,9526.82"
"TX00855,2023-07-02,855,21448.989999999998,8579.5,12869.49,579.68,12289.81"
"TX00856,2023-12-11,856,22392.2,8956.86,13435.34,1497.53,11937.81"
"TX00857,2023-05-19,857,21419.58,8567.89,12851.69,1752.93,11098.76"
"TX00858,2023-05-28,858,15097.550000000001,6038.93,9058.62,695.38,8363.24"
"TX00859,2023-02-20,859,21790.0,8716.0,13074.0,2706.58,10367.42"
"TX00860,2023-11-27,860,17743.6,7097.46,10646.14,1149.73,9496.41"
"TX00861,2023-02-13,861,20686.88,8274.89,12411.99,2579.77,9832.22"
"TX00862,2023-02-06,862,8938.24,3575.24,5363.0,2484.78,2878.22"
"TX00863,2023-09-30,863,8422.94,3369.17,5053.77,2784.08,2269.69"
"TX00864,2023-05-12,864,18668.13,7467.28,11200.85,1209.37,9991.48"
"TX00865,2023-06-21,865,22753.9,9101.689999999999,13652.21,26.54,13625.67"
"TX00866,2023-08-25,866,3200.1,1280.04,1920.06,12.82,1907.24"
"TX00867,2023-08-05,867,15646.01,6258.34,9387.67,1896.57,7491.1"
"TX00868,2023-01-18,868,12429.19,4971.71,7457.48,1176.95,6280.53"
"TX00869,2023-01-21,869,8975.26,3590.15,5385.11,2938.98,2446.13"
"TX00870,2023-04-24,870,19033.879999999997,7613.68,11420.2,1073.39,10346.81"
"TX00871,2023-10-13,871,4197.74,1679.04,2518.7,2745.01,-226.31"
"TX00872,2023-04-09,872,6374.06,2549.76,3824.3,1881.27,1943.03"
"TX00873,2023-10-14,873,15250.09,6099.98,9150.11,2775.01,6375.1"
"TX00874,2023-07-15,874,8151.35,3260.4900000000002,4890.86,174.6,4716.26"
"TX00875,2023-05-29,875,23015.87,9206.24,13809.63,2261.07,11548.56"
"TX00876,2023-01-22,876,7187.79,2875.08,4312.71,1854.07,2458.64"
"TX00877,2023-04-02,877,9201.67,3680.7400000000002,5520.93,2932.71,2588.22"
"TX00878,2023-11-05,878,16264.94,6505.89,9759.05,644.12,9114.93"
"TX00879,2023-04-16,879,12755.98,5102.41,7653.57,2720.0,4933.57"
"TX00880,2023-11-19,880,2073.0099999999998,829.25,1243.76,2565.93,-1322.17"
"TX00881,2023-09-21,881,2801.52,1120.68,1680.84,333.44,1347.4"
"TX00882,2023-06-22,882,29620.16,11847.97,17772.19,754.32,17017.87"
"TX00883,2023-07-27,883,15681.82,6272.67,9409.15,360.37,9048.78"
"TX00884,2023-02-11,884,6934.67,2773.85,4160.82,1137.99,3022.83"
"TX00885,2023-02-08,885,32059.9,12823.869999999999,19236.03,1665.25,17570.78"
"TX00886,2023-12-13,886,9086.81,3634.72,5452.09,2721.57,2730.52"
"TX00887,2023-09-17,887,1759.4,703.76,1055.64,182.38,873.26"
"TX00888,2023-12-16,888,15690.25,6276.09,9414.16,1451.26,7962.9"
"TX00889,2023-02-16,889,864.76,345.92,518.84,1386.56,-867.72"
"TX00890,2023-01-31,890,21047.27,8418.91,12628.36,485.58,12142.78"
"TX00891,2023-11-18,891,11671.57,4668.55,7003.02,2869.92,4133.1"
"TX00892,2023-11-12,892,8187.33,3274.89,4912.44,722.48,4189.96"
"TX00893,2023-12-27,893,16345.08,6538.07,9807.01,2123.77,7683.24"
"TX00894,2023-05-21,894,17825.84,7130.410000000001,10695.43,2599.34,8096.09"
"TX00895,2023-06-05,895,10941.69,4376.75,6564.94,267.2,6297.74"
"TX00896,2023-05-05,896,14351.61,5740.68,8610.93,2868.08,5742.85"
"TX00897,2023-11-09,897,18659.16,7463.53,11195.63,1591.73,9603.9"
"TX00898,2023-09-21,898,25982.95,10393.03,15589.92,1733.65,13856.27"
"TX00899,2023-07-12,899,15856.560000000001,6342.63,9513.93,2208.19,7305.74"
"TX00900,2023-06-15,900,11381.94,4552.85,6829.09,2348.32,4480.77"
"TX00901,2023-05-02,901,6163.53,2465.44,3698.09,225.24,3472.85"
"TX00902,2023-11-07,902,4333.6900000000005,1733.45,2600.24,1861.85,738.39"
"TX00903,2023-03-18,903,18612.6,7445.08,11167.52,511.95,10655.57"
"TX00904,2023-06-26,904,19642.620000000003,7857.280000000001,11785.34,165.71,11619.63"
"TX00905,2023-12-21,905,18667.85,7467.2,11200.65,2144.84,9055.81"
"TX00906,2023-09-09,906,13551.4,5420.63,8130.77,2427.86,5702.91"
"TX00908,2023-02-14,908,22148.09,8859.23,13288.86,914.77,12374.09"
"TX00909,2023-11-19,909,32413.3,12965.43,19447.87,1808.42,17639.45"
"TX00910,2023-03-17,910,11876.39,4750.5,7125.89,1884.73,5241.16"
"TX00911,2023-01-08,911,18170.84,7268.37,10902.47,1542.07,9360.4"
"TX00912,2023-06-18,912,19835.04,7933.99,11901.05,2224.86,9676.19"
"TX00913,2023-03-04,913,25754.55,10301.7,15452.85,1599.07,13853.78"
"TX00914,2023-10-06,914,624.47,249.76,374.71,968.54,-593.83"
"TX00915,2023-03-18,915,20587.17,8234.84,12352.33,528.0,11824.33"
"TX00916,2023-09-04,916,9731.19,3892.5600000000004,5838.63,2898.46,2940.17"
"TX00917,2023-01-27,917,6870.86,2748.33,4122.53,2113.47,2009.06"
"TX00918,2023-08-20,918,7576.43,3030.63,4545.8,1467.12,3078.68"
"TX00919,2023-05-23,919,3580.4,1432.11,2148.29,1974.48,173.81"
"TX00920,2023-11-02,920,20557.07,8222.92,12334.15,1500.51,10833.64"
"TX00921,2023-02-16,921,9263.27,3705.2799999999997,5557.99,1072.3,4485.69"
"TX00922,2023-06-18,922,21230.68,8492.33,12738.35,2190.72,10547.63"
"TX00923,2023-04-21,923,10210.28,4084.0699999999997,6126.21,554.1,5572.11"
"TX00924,2023-07-09,924,16683.01,6673.28,10009.73,2428.22,7581.51"
"TX00925,2023-11-01,925,30779.95,12312.009999999998,18467.94,189.26,18278.68"
"TX00926,2023-02-02,926,21287.22,8515.1,12772.12,277.26,12494.86"
"TX00927,2023-11-13,927,8187.049999999999,3274.8900000000003,4912.16,2099.56,2812.6"
"TX00928,2023-05-07,928,25967.46,10386.86,15580.6,1438.81,14141.79"
"TX00929,2023-09-22,929,32021.89,12808.86,19213.03,1881.62,17331.41"
"TX00930,2023-12-21,930,12310.31,4924.17,7386.14,2175.02,5211.12"
"TX00931,2023-03-17,931,10308.460000000001,4123.5,6184.96,1956.51,4228.45"
"TX00932,2023-09-15,932,23376.36,9350.57,14025.79,937.77,13088.02"
"TX00933,2023-07-26,933,8665.85,3466.29,5199.56,2367.68,2831.88"
"TX00934,2023-09-12,934,3800.17,1520.02,2280.15,1632.21,647.94"
"TX00935,2023-08-10,935,4223.93,1689.5900000000001,2534.34,2188.62,345.72"
"TX00936,2023-11-16,936,4734.52,1893.83,2840.69,1420.85,1419.84"
"TX00937,2023-07-20,937,1077.08,430.84,646.24,1994.76,-1348.52"
"TX00938,2023-08-12,938,88.38,35.36,53.02,1393.59,-1340.57"
"TX00939,2023-12-20,939,30466.64,12186.630000000001,18280.01,2880.39,15399.62"
"TX00940,2023-05-06,940,4539.48,1815.7600000000002,2723.72,2319.64,404.08"
"TX00941,2023-06-27,941,19310.38,7724.08,11586.3,1704.99,9881.31"
"TX00942,2023-02-24,942,46086.48,18434.61,27651.87,2344.2,25307.67"
"TX00943,2023-05-25,943,18270.28,7308.24,10962.04,2976.78,7985.26"
"TX00944,2023-07-17,944,10531.54,4212.639999999999,6318.9,355.7,5963.2"
"TX00945,2023-11-10,945,32920.06,13168.13,19751.93,2397.47,17354.46"
"TX00946,2023-07-22,946,11688.46,4675.4,7013.06,78.85,6934.21"
"TX00947,2023-12-21,947,11674.130000000001,4669.68,7004.45,1199.85,5804.6"
"TX00948,2023-03-18,948,30229.84,12091.84,18138.0,283.75,17854.25"
"TX00949,2023-08-07,949,8960.96,3584.38,5376.58,2277.32,3099.26"
"TX00950,2023-02-17,950,12205.97,4882.33,7323.64,1251.43,6072.21"
"TX00951,2023-02-06,951,3636.01,1454.43,2181.58,2074.46,107.12"
"TX00952,2023-07-16,952,8886.45,3554.58,5331.87,609.46,4722.41"
"TX00953,2023-05-17,953,7285.52,2914.27,4371.25,1127.55,3243.7"
"TX00954,2023-12-25,954,7034.68,2813.96,4220.72,509.01,3711.71"
"TX00955,2023-03-24,955,7005.0,2802.1099999999997,4202.89,1937.2,2265.69"
"TX00956,2023-10-30,956,11707.92,4683.25,7024.67,2868.06,4156.61"
"TX00957,2023-07-25,957,18864.44,7545.889999999999,11318.55,99.65,11218.9"
"TX00958,2023-05-31,958,15813.51,6325.33,9488.18,2581.55,6906.63"
"TX00959,2023-09-19,959,5680.23,2272.23,3408.0,2243.08,1164.92"
"TX00960,2023-10-10,960,6291.070000000001,2516.41,3774.66,1937.27,1837.39"
"TX00961,2023-12-17,961,17010.79,6804.34,10206.45,2859.33,7347.12"
"TX00962,2023-03-21,962,13831.3,5532.46,8298.84,812.91,7485.93"
"TX00963,2023-05-13,963,7274.94,2909.96,4364.98,2847.64,1517.34"
"TX00964,2023-09-21,964,24987.1,9994.9,14992.2,2970.32,12021.88"
"TX00965,2023-10-26,965,4692.1,1876.8600000000001,2815.24,815.66,1999.58"
"TX00966,2023-08-26,966,13647.98,5459.26,8188.72,2944.27,5244.45"
"TX00967,2023-02-18,967,607.36,242.94,364.42,1522.71,-1158.29"
"TX00968,2023-07-30,968,8345.41,3338.21,5007.2,1556.42,3450.78"
"TX00969,2023-06-29,969,11173.27,4469.3,6703.97,470.66,6233.31"
"TX00970,2023-06-25,970,4690.639999999999,1876.29,2814.35,1591.87,1222.48"
"TX00971,2023-08-07,971,10976.130000000001,4390.5,6585.63,885.93,5699.7"
"TX00972,2023-10-16,972,10629.73,4251.8,6377.93,177.48,6200.45"
"TX00973,2023-01-09,973,5722.75,2289.09,3433.66,335.66,3098.0"
"TX00974,2023-02-24,974,4571.5599999999995,1828.58,2742.98,82.53,2660.45"
"TX00975,2023-09-07,975,6438.4,2575.36,3863.04,684.52,3178.52"
"TX00976,2023-03-25,976,12263.48,4905.42,7358.06,1577.93,5780.13"
"TX00977,2023-05-04,977,9485.33,3794.2000000000003,5691.13,1443.52,4247.61"
"TX00978,2023-09-28,978,8053.73,3221.59,4832.14,1566.93,3265.21"
"TX00979,2023-02-24,979,7532.839999999999,3013.09,4519.75,891.94,3627.81"
"TX00980,2023-09-03,980,3497.45,1398.98,2098.47,1477.17,621.3"
"TX00981,2023-05-30,981,23669.050000000003,9467.619999999999,14201.43,1810.78,12390.65"
"TX00982,2023-11-16,982,11092.22,4436.91,6655.31,1587.42,5067.89"
"TX00983,2023-08-29,983,12667.95,5067.18,7600.77,607.29,6993.48"
"TX00984,2023-09-05,984,18867.31,7546.8,11320.51,1095.86,10224.65"
"TX00985,2023-12-26,985,11207.42,4482.97,6724.45,2325.54,4398.91"
"TX00986,2023-09-20,986,13145.82,5258.3099999999995,7887.51,2531.21,5356.3"
"TX00987,2023-08-25,987,780.64,312.26,468.38,608.25,-139.87"
"TX00988,2023-04-14,988,18289.67,7315.92,10973.75,366.66,10607.09"
"TX00989,2023-11-14,989,28270.88,11308.26,16962.62,2735.93,14226.69"
"TX00990,2023-02-07,990,13852.85,5540.99,8311.86,675.94,7635.92"
"TX00991,2023-02-28,991,7984.32,3193.76,4790.56,2353.91,2436.65"
"TX00992,2023-11-26,992,32524.36,13009.619999999999,19514.74,1660.67,17854.07"
"TX00993,2023-12-25,993,8609.48,3443.71,5165.77,2490.86,2674.91"
"TX00994,2023-08-04,994,5998.4400000000005,2399.46,3598.98,34.67,3564.31"
"TX00995,2023-12-10,995,896.51,358.61,537.9,479.43,58.47"
"TX00996,2023-05-17,996,18312.46,7324.92,10987.54,1608.59,9378.95"
"TX00997,2023-11-07,997,9522.369999999999,3808.95,5713.42,990.32,4723.1"
"TX00998,2023-12-26,998,6145.78,2458.38,3687.4,643.73,3043.67"
"TX00999,2023-08-04,999,15458.41,6183.389999999999,9275.02,1782.76,7492.26"
"TX01000,2023-11-06,1000,15369.26,6147.74,9221.52,1913.33,7308.19"
"TX01001,2023-10-24,1001,250.72,100.32,150.4,2427.51,-2277.11"
"TX01002,2023-05-12,1002,35068.83,14027.23,21041.6,2360.72,18680.88"
"TX01003,2023-01-26,1003,19449.71,7779.88,11669.83,772.25,10897.58"
"TX01004,2023-03-20,1004,12442.34,4977.01,7465.33,15.15,7450.18"
"TX01005,2023-12-18,1005,6531.59,2612.54,3919.05,44.44,3874.61"
"TX01006,2023-05-25,1006,14333.210000000001,5733.25,8599.96,2713.42,5886.54"
"TX01007,2023-09-05,1007,8607.46,3442.93,5164.53,2745.92,2418.61"
"TX01008,2023-12-22,1008,2501.38,1000.58,1500.8,1067.98,432.82"
"TX01009,2023-12-30,1009,10657.77,4263.05,6394.72,1284.47,5110.25"
"TX01010,2023-03-02,1010,8603.23,3441.23,5162.0,1748.59,3413.41"
"TX01011,2023-07-31,1011,7773.37,3109.3599999999997,4664.01,2212.39,2451.62"
"TX01012,2023-01-30,1012,9622.55,3849.0499999999997,5773.5,2918.1,2855.4"
"TX01013,2023-10-18,1013,6039.92,2416.04,3623.88,2389.66,1234.22"
"TX01014,2023-02-20,1014,40863.450000000004,16345.3,24518.15,2092.75,22425.4"
"TX01015,2023-10-18,1015,10567.36,4226.92,6340.44,914.05,5426.39"
"TX01016,2023-02-11,1016,19055.55,7622.459999999999,11433.09,1586.17,9846.92"
"TX01017,2023-08-01,1017,13135.11,5254.1,7881.01,1553.61,6327.4"
"TX01018,2023-01-08,1018,15992.93,6397.28,9595.65,807.56,8788.09"
"TX01019,2023-03-31,1019,18624.91,7450.02,11174.89,694.34,10480.55"
"TX01020,2023-06-11,1020,6749.56,2699.9,4049.66,1694.41,2355.25"
"TX01021,2023-08-10,1021,17723.98,7089.63,10634.35,304.27,10330.08"
"TX01022,2023-11-03,1022,14890.81,5956.23,8934.58,1040.39,7894.19"
"TX01023,2023-06-06,1023,21728.46,8691.28,13037.18,968.99,12068.19"
"TX01024,2023-12-16,1024,5937.44,2374.84,3562.6,1596.75,1965.85"
"TX01025,2023-12-26,1025,22086.31,8834.49,13251.82,909.35,12342.47"
"TX01026,2023-06-17,1026,11666.93,4666.719999999999,7000.21,1811.82,5188.39"
"TX01027,2023-01-10,1027,18640.03,7456.13,11183.9,1316.94,9866.96"
"TX01028,2023-10-19,1028,2023.07,809.1700000000001,1213.9,16.66,1197.24"
"TX01029,2023-01-08,1029,16465.84,6586.35,9879.49,2373.05,7506.44"
"TX01030,2023-03-30,1030,13502.910000000002,5401.25,8101.66,1961.05,6140.61"
"TX01031,2023-09-05,1031,21862.13,8744.94,13117.19,267.81,12849.38"
"TX01032,2023-07-03,1032,17964.95,7185.950000000001,10779.0,2843.29,7935.71"
"TX01033,2023-12-21,1033,4616.84,1846.6399999999999,2770.2,491.29,2278.91"
"TX01034,2023-05-07,1034,22767.61,9107.119999999999,13660.49,1081.36,12579.13"
"TX01035,2023-07-06,1035,15250.29,6099.88,9150.41,1974.97,7175.44"
"TX01036,2023-09-29,1036,16188.460000000001,6475.29,9713.17,1138.11,8575.06"
"TX01037,2023-10-24,1037,18716.63,7486.66,11229.97,1970.62,9259.35"
"TX01038,2023-07-31,1038,161.7,64.68,97.02,1662.96,-1565.94"
"TX01039,2023-08-30,1039,16738.59,6695.46,10043.13,1403.66,8639.47"
"TX01040,2023-08-18,1040,9313.38,3725.46,5587.92,803.44,4784.48"
"TX01041,2023-07-03,1041,20057.85,8023.01,12034.84,2300.97,9733.87"
"TX01042,2023-07-09,1042,23295.52,9318.33,13977.19,1534.86,12442.33"
"TX01043,2023-05-13,1043,3013.1,1205.21,1807.89,2742.29,-934.4"
"TX01044,2023-09-29,1044,35971.75,14388.57,21583.18,61.67,21521.51"
"TX01045,2023-10-03,1045,12858.59,5143.49,7715.1,642.44,7072.66"
"TX01046,2023-04-27,1046,7749.2300000000005,3099.69,4649.54,1494.98,3154.56"
"TX01047,2023-02-02,1047,26065.03,10425.95,15639.08,2753.42,12885.66"
"TX01048,2023-06-16,1048,21204.670000000002,8481.95,12722.72,143.01,12579.71"
"TX01049,2023-08-08,1049,10668.970000000001,4267.59,6401.38,2236.09,4165.29"
"TX01050,2023-06-22,1050,41305.23,16522.06,24783.17,1453.49,23329.68"
"TX01051,2023-07-20,1051,17901.7,7160.68,10741.02,1606.11,9134.91"
"TX01052,2023-11-04,1052,6269.98,2507.96,3762.02,1083.9,2678.12"
"TX01053,2023-07-29,1053,3781.58,1512.7,2268.88,2827.59,-558.71"
"TX01054,2023-01-12,1054,7947.46,3178.94,4768.52,307.44,4461.08"
"TX01055,2023-01-02,1055,16437.91,6575.15,9862.76,1179.98,8682.78"
"TX01056,2023-10-25,1056,30671.46,12268.49,18402.97,1376.72,17026.25"
"TX01057,2023-02-24,1057,587.48,234.98999999999998,352.49,2117.83,-1765.34"
